series_desc,series_id,base_weight,year
Intracity transportation,CUUR0000SETG03,0.245,2009
Intracity transportation,CUUR0000SETG03,0.248,2010
Intracity transportation,CUUR0000SETG03,0.259,2011
Intracity transportation,CUUR0000SETG03,0.264,2012
Intracity transportation,CUUR0000SETG03,0.259,2013
Intracity transportation,CUUR0000SETG03,0.26,2014
Intracity transportation,CUUR0000SETG03,0.282,2015
Intracity transportation,CUUR0000SETG03,0.279,2016
Intracity transportation,CUUR0000SETG03,0.282,2017
Intracity transportation,CUUR0000SETG03,0.278,2018
Intracity transportation,CUUR0000SETG03,0.304,2019
Intracity transportation,CUUR0000SETG03,0.287,2020
Intracity transportation,CUUR0000SETG03,0.199,2021
Intracity transportation,CUUR0000SETG03,0.145,2022
Intracity transportation,CUUR0000SETG03,0.224,2023
